SMILES,MolecularWeight,LogP,TPSA,HBD,HBA,RotatableBonds,Suitability
O=C(O)CN(CCN(CC(=O)O)C[C@H](COP(=O)(O)OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)O)CC(=O)O)CC(=O)O,737.7,1.75,251.98,6.0,11.0,23.0,0
COCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O)CC(=O)O,507.54,-3.33,198.28,5.0,10.0,22.0,0
O=P(O)(O)C(O)P(=O)(O)O,192.0,-1.38,135.29,5.0,3.0,2.0,0
CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,404.46,-2.16,145.09,4.0,8.0,8.0,0
N=C(N)NCc1cccc([123I])c1,275.09,1.27,61.9,3.0,1.0,2.0,0
O=C(O)CNC(=O)CNC(=O)CNC(=O)CS,263.27,-2.65,124.6,5.0,5.0,7.0,0
CC(C)c1cccc(C(C)C)c1NC(=O)CN(CC(=O)O)CC(=O)O,350.42,2.34,106.94,3.0,4.0,9.0,0
CCOCCP(CCOCC)CCP(CCOCC)CCOCC,382.46,4.1,36.92,0.0,4.0,19.0,0
O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21,413.97,4.64,26.79,0.0,4.0,3.0,0
COc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1OP(=O)(O)O,365.25,2.81,108.85,3.0,4.0,4.0,0
OCl,52.46,0.13,20.23,1.0,1.0,0.0,0
COc1c2c(cc3c1OCO3)CC[N+](C)=C2,220.25,1.04,30.7,0.0,3.0,1.0,0
O=C(O)Cc1ccc(OCCNC[C@H](O)c2ccccc2)cc1,315.37,2.02,78.79,3.0,4.0,9.0,0
C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)O,358.48,3.89,74.6,2.0,3.0,3.0,0
Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,296.25,3.85,62.22,2.0,3.0,3.0,0
CN1C(C)(C)CCCC1(C)C,155.28,2.66,3.24,0.0,1.0,0.0,0
CCN(CC)CCOc1ccccc1OC,223.32,2.42,21.7,0.0,3.0,7.0,0
O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,451.51,3.83,47.02,1.0,5.0,5.0,0
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,275.35,1.89,49.77,1.0,4.0,3.0,0
CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,360.47,2.23,59.06,1.0,4.0,7.0,0
CN1CCC(=C(c2ccc(Cl)cc2)c2ccccn2)CC1,298.82,4.26,16.13,0.0,2.0,2.0,0
Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3C2C)c1C,362.45,5.1,41.05,1.0,4.0,3.0,0
COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2,297.4,3.32,21.7,0.0,3.0,3.0,0
CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1,269.78,1.99,58.36,2.0,3.0,6.0,0
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,248.37,2.89,32.34,1.0,2.0,5.0,0
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,291.39,2.52,49.77,1.0,4.0,3.0,0
COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,255.32,1.9,29.76,0.0,4.0,1.0,0
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,354.47,3.09,46.53,1.0,3.0,5.0,0
CCC(N)Cc1c[nH]c2ccccc12,188.27,2.45,41.81,2.0,1.0,3.0,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21,481.53,1.65,128.03,2.0,8.0,5.0,0
CNC(=O)OCc1cccc(COC(=O)NC)n1,253.26,0.79,89.55,2.0,5.0,4.0,0
CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,421.49,4.47,26.79,0.0,4.0,3.0,0
CCN(CC)CCN1c2ccccc2Sc2ccccc21,298.45,4.63,6.48,0.0,3.0,5.0,0
O=P1(O)OP(=O)(O)OP(=O)(O)O1,239.94,0.35,139.59,3.0,6.0,0.0,0
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,383.53,4.45,38.77,0.0,4.0,10.0,0
CCN(CC)CCc1nc(-c2ccccc2)no1,245.33,2.62,42.16,0.0,4.0,6.0,0
Cc1c(S(=O)(=O)O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,374.41,3.49,101.65,1.0,5.0,1.0,0
Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,270.38,3.69,42.15,1.0,3.0,1.0,0
COC(=O)C(N)CS,135.19,-0.58,52.32,2.0,4.0,2.0,0
CNCC(C)c1ccccc1,149.24,2.01,12.03,1.0,1.0,3.0,0
CCC(C(=O)OCCN(CC)CC)c1ccccc1,263.38,3.07,29.54,0.0,3.0,8.0,0
CN1CCc2cc3c(cc2C1O)OCO3,207.23,0.89,41.93,1.0,4.0,0.0,0
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,286.38,2.05,41.49,0.0,5.0,7.0,0
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,261.37,2.81,29.54,0.0,3.0,3.0,0
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,323.44,3.85,29.54,0.0,3.0,5.0,0
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,360.65,7.74,0.0,0.0,0.0,17.0,0
CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,311.34,-2.28,105.52,2.0,9.0,6.0,0
O=S(=O)(O)CC(S)CS,188.29,0.1,54.37,3.0,4.0,3.0,0
CCCOc1ccc(C(=O)CCN2CCCCC2)cc1,275.39,3.53,29.54,0.0,3.0,7.0,0
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,367.45,3.58,61.88,1.0,4.0,4.0,0
CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,276.38,3.68,8.17,0.0,2.0,2.0,0
Cc1ccc(S(=O)(=O)NCl)cc1,205.67,1.43,46.17,1.0,2.0,2.0,0
CN1CCCN=C1/C=C/c1cccs1,206.31,2.5,15.6,0.0,3.0,2.0,0
C[S@+]([O-])CCCCN=C=S,177.29,1.25,35.42,0.0,3.0,5.0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3[C@@H](OC)C[C@@]21C,326.44,3.24,49.69,2.0,3.0,1.0,0
NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,318.39,2.64,55.56,1.0,3.0,4.0,0
CC(C)c1cc(C(C)C)c(-c2csc(N(CCN(C)C)Cc3cccnc3)n2)c(C(C)C)c1,464.72,7.14,32.26,0.0,5.0,10.0,0
COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1,424.44,2.71,132.99,1.0,9.0,6.0,0
COc1ccc(-c2ccc(OCc3cc(C(=O)NS(=O)(=O)c4ccccc4C)oc3C)cc2)nc1,492.55,4.66,107.73,1.0,7.0,8.0,0
NC(=O)C1CN(CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)CCN1CC(=O)Nc1c(Cl)cc(N)cc1Cl,604.53,5.27,104.69,3.0,5.0,11.0,0
C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,539.2,-0.97,278.87,7.0,13.0,8.0,0
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,436.35,3.73,101.54,0.0,8.0,6.0,0
CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,873.09,5.38,170.06,3.0,14.0,8.0,0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,624.87,5.46,72.88,0.0,8.0,6.0,0
CCN(CC)CCOCCC1=CCC2CC1C2(C)C,265.44,3.73,12.47,0.0,2.0,8.0,0
CCN1c2ncc(CCOc3cc[n+]([O-])c4ccccc34)cc2C(=O)N(C)c2cccnc21,441.49,3.63,85.5,0.0,6.0,5.0,0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCCC4)CS[C@H]12)c1csc(N)n1,528.62,-0.65,153.92,2.0,10.0,7.0,0
C=C(F)c1sc(CNCCCNc2cc(=O)c3ccccc3[nH]2)c(C)c1Br,450.38,5.19,56.92,3.0,4.0,8.0,0
Nc1ccn([C@@H]2S[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,259.29,-1.85,121.6,4.0,8.0,2.0,0
Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,415.54,3.44,51.71,1.0,4.0,5.0,0
CC1(C)Oc2cc3oc(=O)ccc3cc2C[C@@H]1OC/C=C/c1ccccc1,362.43,4.61,48.67,0.0,4.0,4.0,0
CC(=O)N[C@H](C(=O)N[C@H](CO)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,992.15,-7.02,429.75,16.0,16.0,18.0,0
O=C(N[C@H]1CN2CCC1CC2)c1c[nH]c2ccsc2c1=O,303.39,1.41,65.2,2.0,4.0,2.0,0
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],360.65,7.74,0.0,0.0,0.0,17.0,0
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,530.56,3.86,119.63,3.0,10.0,7.0,0
Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],263.25,-0.86,103.21,2.0,4.0,3.0,0
CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(C(=O)C(C)C)C3)C2)c1cccc(F)c1,509.67,4.31,70.47,1.0,5.0,7.0,0
CCC(C)(C)C(=O)[O-].[Na+],116.16,1.51,37.3,1.0,1.0,2.0,0
NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,460.46,5.76,72.94,2.0,4.0,4.0,0
O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,455.44,5.39,80.24,1.0,5.0,4.0,0
C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)CC[C@H]1O,488.67,4.51,85.22,2.0,6.0,3.0,0
COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1,313.4,2.98,58.56,2.0,4.0,8.0,0
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,455.41,7.3,27.05,0.0,4.0,8.0,0
CC1(O)CCC(C(C)(C)O)CC1,172.27,1.7,40.46,2.0,2.0,1.0,0
CC(C)(C)C(=O)OCOP(=O)(COC1(Cn2cnc3cnc(N)nc32)CC1)OCOC(=O)C(C)(C)C,527.52,3.24,166.98,1.0,13.0,11.0,0
Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O,535.52,5.42,38.74,0.0,6.0,6.0,0
CC(C)COC(=O)[C@H](Cc1ccccc1)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)N[C@@H](Cc1ccccc1)C(=O)OCC(C)C,734.84,4.95,184.61,4.0,12.0,21.0,0
CC[C@@H]1CCN[C@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)C1,410.96,0.05,111.05,5.0,7.0,6.0,0
Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,375.43,3.69,75.44,1.0,4.0,4.0,0
O=c1[nH]ccc2cc(OC3CCNCC3)ccc12,244.29,1.66,54.12,2.0,3.0,2.0,0
CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,577.72,4.58,119.41,3.0,6.0,10.0,0
CC1=CC(=O)C(C(C)C)=CC1=O,164.2,1.67,34.14,0.0,2.0,1.0,0
CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,616.62,6.65,47.1,0.0,3.0,4.0,0
O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,335.34,3.09,80.66,1.0,5.0,4.0,0
Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl,393.83,3.98,118.76,2.0,7.0,5.0,0
Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O,514.04,6.2,78.79,3.0,4.0,11.0,0
CC1CCC(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)[O-])C2CCC(O)CC2)CC1.[Na+],441.59,5.58,77.84,2.0,4.0,5.0,0
CN1CCN(c2ccc(N3C[C@H](CO)OC3=O)cc2F)C=N1,308.31,0.84,68.61,1.0,6.0,3.0,0
CC(C)c1ccc(CC(=O)N[C@H](C)c2ccc(OCC(F)(F)F)cn2)cc1,380.41,4.57,51.22,1.0,3.0,7.0,0
CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21,377.43,-0.33,127.43,1.0,9.0,3.0,0
CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,559.68,4.82,61.8,0.0,6.0,5.0,0
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,564.83,4.5,118.72,3.0,7.0,9.0,0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,513.61,0.46,172.99,3.0,13.0,8.0,0
N#Cc1ccc(NC(=O)NC(=N)N)cc1Cl,237.65,1.23,114.79,4.0,3.0,1.0,0
CN(C)CCON=C1c2ccccc2CCc2ccccc21,294.4,3.12,24.83,0.0,3.0,4.0,0
O=S(=O)(O)O.Oc1cccc2cccnc12.Oc1cccc2cccnc12,145.16,1.94,33.12,1.0,2.0,0.0,0
CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12.[Na+].[Na+],570.77,6.83,117.97,2.0,5.0,5.0,0
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,203.24,-1.24,66.43,0.0,4.0,5.0,0
Cc1ccc(S(=O)(=O)[N-]Cl)cc1.[Na+],205.67,1.43,46.17,1.0,2.0,2.0,0
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,318.83,3.78,32.67,0.0,3.0,2.0,0
CCC(C(=O)O)C1(O)CCCCC1,186.25,1.79,57.53,2.0,2.0,3.0,0
CCC1=C(C[C@H]2NCCc3cc(OC)c(OC)cc32)C[C@H]2c3cc(OC)c(OC)cc3CCN2C1,478.63,5.01,52.19,1.0,6.0,7.0,0
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,504.44,-7.73,276.52,11.0,16.0,11.0,0
O=C(O)CSCC(=O)NC1CCSC1=O,249.31,-0.05,83.47,2.0,5.0,5.0,0
CC(=O)Oc1ccccc1C(=O)O.NCCCCC(N)C(=O)O,180.16,1.31,63.6,1.0,3.0,2.0,0
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,288.39,3.05,52.6,0.0,6.0,4.0,0
O=C(NCN1CCOCC1)c1cnccn1,222.25,-0.5,67.35,1.0,5.0,3.0,0
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,556.53,2.98,156.76,0.0,12.0,12.0,0
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CO,268.19,-0.26,129.49,1.0,7.0,4.0,0
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,339.51,3.93,9.72,0.0,4.0,4.0,0
OC(CNc1ccccn1)c1ccccc1,214.27,2.23,45.15,2.0,3.0,4.0,0
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,370.79,2.61,99.26,3.0,3.0,5.0,0
OCCSCCCCCCCCCCSCCO,294.53,3.56,40.46,2.0,4.0,15.0,0
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,472.58,3.34,106.97,1.0,7.0,5.0,0
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCCCCCC(=O)N(C)CCS(=O)(=O)O)[C@@]2(C)C=CC(=O)C=C12,651.82,3.04,175.58,3.0,9.0,13.0,0
CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,504.6,3.67,106.97,1.0,7.0,5.0,0
CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,518.62,4.21,106.97,1.0,7.0,7.0,0
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(=O)C(C)(C)OC)=C(COC(N)=O)CS[C@H]12)c1ccco1,568.56,0.24,198.29,2.0,13.0,11.0,0
CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,528.57,3.92,120.11,1.0,8.0,5.0,0
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,504.6,3.82,106.97,1.0,7.0,6.0,0
CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,384.52,5.18,52.6,0.0,4.0,4.0,0
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,384.56,6.13,46.53,1.0,3.0,6.0,0
CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,440.67,7.69,46.53,1.0,3.0,10.0,0
CCCCCCCCCC(=O)CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,484.72,7.53,60.44,0.0,4.0,11.0,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)Cc1ccccc1,406.57,5.67,43.37,0.0,3.0,3.0,0
O=C(O)CCC(=O)c1ccc(C2CCCCC2)c(Cl)c1,294.78,4.44,54.37,1.0,2.0,5.0,0
CCCCN(CCCC)CCNc1nc(-c2ccccc2)no1,316.45,4.05,54.19,1.0,5.0,11.0,0
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,409.6,4.91,26.79,0.0,5.0,7.0,0
CN1C2=CC(=O)/C(=N\NC(N)=O)C=C2CC1S(=O)(=O)O,300.3,-1.05,142.16,3.0,6.0,2.0,0
CCC(Br)(CC)C(=O)NC(N)=O,237.1,1.13,72.19,2.0,2.0,3.0,0
O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,440.49,-0.94,156.09,2.0,12.0,7.0,0
CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,327.81,2.91,55.84,0.0,4.0,7.0,0
C[C@]12C=CC(=O)C=C1C(Cl)=C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,392.88,1.9,94.83,3.0,5.0,2.0,0
CC(C)(N)Cc1ccccc1Cl,183.68,2.62,26.02,1.0,1.0,2.0,0
Cc1c(-c2ccccc2)n(/N=N/n2c(-c3ccccc3)c(C)[n+]3ccccc23)c2cccc[n+]12.[Br-].[Br-],444.54,5.4,42.78,0.0,4.0,4.0,0
O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO,376.82,2.35,53.01,1.0,4.0,3.0,0
CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,401.89,2.88,61.88,1.0,4.0,6.0,0
COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,309.35,1.3,90.41,1.0,6.0,7.0,0
CCC(C)(C)N/C(N)=N/C#N,154.22,0.56,74.2,2.0,2.0,2.0,0
O=c1[nH]c(=S)[nH]cc1I,254.05,1.04,48.65,2.0,2.0,0.0,0
CNC(C)CCC=C(C)C,141.26,2.34,12.03,1.0,1.0,4.0,0
CCC(c1ccc2cc(OC)ccc2c1)C(C)(C)C(=O)O,286.37,4.45,46.53,1.0,2.0,5.0,0
CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,794.98,2.87,192.06,5.0,14.0,8.0,0
O=C(OC[C@H]1O[C@](O)(COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1,600.54,1.82,186.22,1.0,14.0,10.0,0
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,302.46,4.27,37.3,1.0,2.0,1.0,0
CCCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,486.61,3.87,106.97,1.0,7.0,7.0,0
Clc1ccc(C/C(=C\CN2CCCC2)c2ccccc2)cc1,311.86,5.06,3.24,0.0,1.0,5.0,0
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,446.02,4.51,36.02,0.0,6.0,7.0,0
OCC(Br)(Br)Br,282.76,1.82,20.23,1.0,1.0,0.0,0
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,281.31,1.18,57.23,0.0,5.0,4.0,0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,645.67,2.25,210.23,6.0,12.0,6.0,0
CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,312.41,3.9,43.37,0.0,3.0,1.0,0
COc1ccccc1N1CCN(CCc2c[nH]c3cc4c(cc23)OCO4)CC1.O=C(O)C(O)C(O)C(=O)O,379.46,3.27,49.96,1.0,5.0,5.0,0
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,232.41,-0.82,66.0,0.0,6.0,0.0,0
CCC1C(c2ccccc2)=CCC(C(=O)O)C1C,244.33,3.84,37.3,1.0,1.0,3.0,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1,390.42,0.53,113.01,2.0,6.0,6.0,0
C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,314.41,2.17,46.53,1.0,3.0,6.0,0
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,284.32,1.02,83.98,2.0,4.0,5.0,0
CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,257.31,1.42,74.68,1.0,3.0,5.0,0
Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,179.17,-3.25,116.17,5.0,6.0,1.0,0
Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1,380.45,7.99,69.67,1.0,5.0,4.0,0
CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C,268.49,2.99,0.0,0.0,0.0,4.0,0
CC(=O)NC(=O)c1ccccc1O,179.17,0.67,66.4,2.0,3.0,1.0,0
CC(C)[N+](C)(C)CC(O)COc1cccc2ccccc12,288.41,3.06,29.46,1.0,2.0,6.0,0
CN(C)CC/C=C1\c2ccccc2CSc2ccccc21.Cl,295.45,4.68,3.24,0.0,2.0,3.0,0
CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,313.4,1.89,41.93,1.0,4.0,2.0,0
COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1.O=S(=O)(O)CCO,325.37,2.11,109.17,2.0,7.0,4.0,0
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O,256.1,2.01,90.71,2.0,5.0,1.0,0
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,384.49,5.01,36.92,0.0,8.0,12.0,0
CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3,287.36,3.38,62.32,2.0,2.0,4.0,0
C[n+]1ccc(C(=O)NCc2ccccc2)cc1.[I-],227.29,1.44,32.98,1.0,1.0,3.0,0
